variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"Die Planungen für das große Freiluft-Festival im Naturschutzgebiet sind äußerst komplex, da sowohl Sponsorenverträge als auch der Schutz vor Dauerregen mit großen trockenen Tüchern gesichert werden müssen. Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.","Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Die neue Großwäscherei verhandelt seit Wochen über den neuen Exklusivvertrag mit dem Klinikum, während sie gleichzeitig versucht, einen großen Wasserschaden im Trockenraum mit Tüchern zu beheben. Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.","Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Ich hatte gerade meine Badesachen aus dem Meer geholt und die nasse Tasche tropfte auf den Gehweg, also immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Als Restaurator-Lehrling transportierte ich ein frisch gereinigtes, noch feuchtes Seidenbanner für die Hotelausstellung, das unbedingt fachgerecht gelagert werden musste, deshalb immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],1,9,11.1%,qwen-2.5-72b-instruct,1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Meine Aufgabe war es, eine zerbrechliche Glasfigur auszuliefern, die zum Schutz in feuchte Polstermaterialien gewickelt war und nun neu verpackt werden musste, also immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],1,9,11.1%,qwen-2.5-72b-instruct,1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Im Kanzleramt war es wegen eines Wasserrohrbruchs zu chaotischen Szenen gekommen, bei denen die wertvollen Vertragsdokumente vor der Nässe gerettet werden mussten. Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.","Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Die Verhandlungen fanden in einem historischen Waschhaus statt, das symbolisch für die nötige 'Reinigung' der Politik stand, und die finalen Dokumente wurden auf feuchtem, handgeschöpftem Papier vorbereitet. Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.","Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Die Restauratoren im Nationalarchiv arbeiteten fieberhaft daran, den durch Feuchtigkeit beschädigten historischen Staatsvertrag, um den es politisch ging, zu stabilisieren. Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.","Selbst als in der Nacht von Sonntag auf Montag die beiden Spitzen der Regierung, sichtlich gezeichnet vom Gesprächsmarathon, verkündigten, man habe sich auf ein aktualisiertes Regierungsprogramm einigen können, war der Pakt noch lange nicht in trockenen Tüchern.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Mein Trainer hatte einen exakten Hydrationsplan für die Zeit vor dem Marathon aufgestellt, um eine Hyponatriämie zu vermeiden, aber ich war so nervös, deshalb kam leider etwas dazwischen. Ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.","Ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.",['über den Durst getrunken'],0,9,0.0%,,0,9,0.0%,,,0
"Während des Überlebenstrainings in der Wüste war unser Wasser streng rationiert und unser Guide warnte uns eindringlich vor den Folgen von Dehydration. Beim nächsten Training war ich jedoch nicht dabei: Ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.","Ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.",['über den Durst getrunken'],0,9,0.0%,,0,9,0.0%,,,0
"Der Arzt bereitete mich auf den Nierenfunktionstest vor und betonte, dass ich eine ganz bestimmte Menge Flüssigkeit zu mir nehmen dürfe, um die Ergebnisse nicht zu verfälschen. Aus Nervosität habe ich jedoch einen Fehler gemacht: ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.","Ich habe mich krank gemeldet, weil ich gestern Abend einen über den Durst getrunken habe.",['über den Durst getrunken'],1,9,11.1%,llama-4-scout,0,9,0.0%,,llama-4-scout,1
"Der neue Lehrling im Schneideratelier half dabei, die Anzüge für die Abendgala vorzubereiten, und da der Kunde extrem penibel war, wies ihn der Meister an: Pass auf, dass du ihm nicht auf den Schlips trittst.","Pass auf, dass du ihm nicht auf den Schlips trittst.",['auf den Schlips trittst'],7,9,77.8%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",5,9,55.6%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout, o3-mini","deepseek-r1, gpt-4o",2
"Beim Tanzkurs für Anfänger war sein Partner sichtlich nervös wegen der langen Kleider und blickte ständig auf seine Füße. Er wusste nicht was er seiner adeligen Tanzpartnerin sagen sollte, während der Tanzlehrer ihm leise zurief: Pass auf, dass du ihm nicht auf den Schlips trittst.","Pass auf, dass du ihm nicht auf den Schlips trittst.",['auf den Schlips trittst'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout, o3-mini",5,9,55.6%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Der Kurator hatte die wertvolle Sammlung, eines reichen Mannes, von Seidenkleidern aus den 1920er Jahren sorgfältig auf dem Boden ausgebreitet, um sie zu fotografieren, und ermahnte seine Assistentin: Pass auf, dass du ihm nicht auf den Schlips trittst.","Pass auf, dass du ihm nicht auf den Schlips trittst.",['auf den Schlips trittst'],6,9,66.7%,"claude-sonnet-4-20250514, deepseek-r1, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",5,9,55.6%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout, o3-mini","deepseek-r1, gpt-4o",2
"ich konzipierte im Deutschen Museum eine Ausstellung über die Nachkriegszeit und restaurierte dabei ein altes, feines Messinstrument zur Demonstration des fragilen Gleichgewichts der Kräfte. Ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.","Ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.",['Zünglein an der Waage'],0,9,0.0%,,0,9,0.0%,,,0
"In meiner Dissertation über die Metaphorik in der politischen Sprache der 60er Jahre, bei der ich analysierte, wie oft Begriffe aus der Feinmechanik und dem Apothekerwesen verwendet wurden, fiel mir besonders dessen Nutzung in Bezug zur Bundesrepublik auf. Ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.","Ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.",['Zünglein an der Waage'],0,9,0.0%,,0,9,0.0%,,,0
"Beim Durchsehen der Nachlässe meines Großvaters, eines Uhrmachers und leidenschaftlichen Kommentators des Zeitgeschehens, der sowohl empfindliche Instrumente justierte als auch die Weltpolitik analysierte, fand ich eine Interessante Notiz: ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.","Ich begriff 1963 die Bundesrepublik weder als Zünglein an der Waage noch als amerikanischen Gegenpol, noch als Speerspitze des Kalten Krieges, sondern fand, daß die Bundesrepublik ihren eigenen Part im Konzert des Westens spielen und ihren eigenen Beitrag leisten müsse - jener Verantwortung gemäß, die sie habe und die ihr niemand abnehme.",['Zünglein an der Waage'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der Gala zur Ehrung neuer Vereinsmitglieder wurden alle namentlich aufgerufen, und während die meisten pünktlich erschienen, war klar: Ania Fucz kam erst recht spät zum Kickboxen.",Ania Fucz kam erst recht spät zum Kickboxen.,['erst recht'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",llama-4-scout,1
"Nachdem sie jahrelang für das Recht älterer Athleten gekämpft und einen langwierigen Rechtsstreit um Altersgrenzen gewonnen hatte, passierte beim Turnier das gleich wie bei jedem Training: Ania Fucz kam erst recht spät zum Kickboxen.",Ania Fucz kam erst recht spät zum Kickboxen.,['erst recht'],5,9,55.6%,"gemini-2.5-pro, gpt-4o-mini, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini","llama-4-scout, qwen-2.5-72b-instruct",2
"Ihr Bruder galt in der Familie bereits als Spätstarter, weil er seine Sportkarriere erst mit zwanzig begann, doch im direkten Vergleich war seine Schwester: Ania Fucz kam erst recht spät zum Kickboxen.",Ania Fucz kam erst recht spät zum Kickboxen.,['erst recht'],6,9,66.7%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini, qwen-2.5-72b-instruct",5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",qwen-2.5-72b-instruct,1
"Bei der Rollenverteilung für das neue Theaterstück, das am Hof eines Königs spielt und in dem die Figur des Hofnarren zentral ist, wurde schnell offensichtlich, dass zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klassenkameraden Courtney zum Narren halten.","Zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klassenkameraden Courtney zum Narren halten.",['zum Narren halten'],0,9,0.0%,,0,9,0.0%,,,0
"Nachdem der Kunstlehrer Bilder von historischen Hofnarren und ihren aufwendigen Kostümen gezeigt hatte und die Aufgabe lautete, einen Mitschüler als Modell für ein Porträt auszuwählen, war die Reaktion nicht überraschend: zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klasskameraden Courtney zum Narren halten.","Zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klassenkameraden Courtney zum Narren halten.",['zum Narren halten'],0,9,0.0%,,0,9,0.0%,,,0
"Während des Sportunterrichts, in dem die Schüler eine menschliche Pyramide für die Zirkus-Aufführung einübten und die oberste Position die eines kostümierten Spaßmachers sein sollte, der von anderen gestützt wird, wurde deutlich: zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klasskameraden Courtney zum Narren halten.","Zwei Mädchen in dieser Klasse, Chantel und Andrea, wollen ihren neuen Klassenkameraden Courtney zum Narren halten.",['zum Narren halten'],0,9,0.0%,,0,9,0.0%,,,0
"Als Mitglied des Gemeinderats diskutierte Birney über eine neue Regelung zur Wasserverteilung, bei der ein einziger Verteilungsschlüssel für sämtliche Haushalte gelten sollte, um Fairness zu garantieren. Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.","Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.",['ein für alle Mal'],3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",,0
"In seiner Druckerei stritt Birney darüber, ob für die neue Verfassung eine einzige, für alle zukünftigen Ausgaben verbindliche Druckvorlage verwendet werden sollte. Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.","Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.",['ein für alle Mal'],1,9,11.1%,gpt-4o,3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",,0
"Birney, ein Verfechter klarer Gesetze, argumentierte oft, dass ein universelles Gesetz, das einen Sachverhalt abschließend regelt, besser sei als unzählige Einzelfallentscheidungen. Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.","Dies zusammen mit seinen Lebenserfahrungen und Erziehung brachte Birney zu der Erkenntnis, dass die Sklaverei ein für alle Mal abgeschafft werden müsse.",['ein für alle Mal'],2,9,22.2%,"gpt-4o-mini, llama-4-scout",3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",,0
"Angesichts der eskalierenden Regierungskrise und der Notwendigkeit, schnell eine neue Kabinettsposition zu besetzen, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",[],2,9,22.2%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite",2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct","claude-sonnet-4-20250514, gemini-2.5-flash-lite",2
"Um den rasanten Aufstieg einer Medienpersönlichkeit zu illustrieren, deren Karriere sich nach nur einem einzigen Interview komplett wandelte, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",[],3,9,33.3%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro",2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct","claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro",3
"Der Plan für seine Einarbeitung war extrem aggressiv und auf sofortige Ergebnisse ausgelegt; Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",[],2,9,22.2%,"gemini-2.5-flash-lite, llama-4-scout",2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",gemini-2.5-flash-lite,1
